sport,market,game/event,player,site,odds
PGA,Top 5,PGA - Sony Open in Hawaii,Harris English,888sports,+1200
PGA,Top 5,PGA - Sony Open in Hawaii,Zach Johnson,Best Line: BetRiver,+2500
PGA,Top 5,PGA - Sony Open in Hawaii,Zach Johnson,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Zach Johnson,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Zach Johnson,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Zach Johnson,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Zach Johnson,BetRivers,+2500
PGA,Top 5,PGA - Sony Open in Hawaii,Zach Johnson,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Zach Johnson,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Zach Johnson,Sugarhouse,+2500
PGA,Top 5,PGA - Sony Open in Hawaii,Zach Johnson,888sports,+2500
PGA,Top 5,PGA - Sony Open in Hawaii,Keegan Bradley,Best Line: BetRiver,+6600
PGA,Top 5,PGA - Sony Open in Hawaii,Keegan Bradley,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Keegan Bradley,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Keegan Bradley,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Keegan Bradley,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Keegan Bradley,BetRivers,+6600
PGA,Top 5,PGA - Sony Open in Hawaii,Keegan Bradley,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Keegan Bradley,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Keegan Bradley,Sugarhouse,+6600
PGA,Top 5,PGA - Sony Open in Hawaii,Keegan Bradley,888sports,+6600
PGA,Top 5,PGA - Sony Open in Hawaii,Kevin Na,Best Line: BetRiver,+6600
PGA,Top 5,PGA - Sony Open in Hawaii,Kevin Na,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Kevin Na,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Kevin Na,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Kevin Na,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Kevin Na,BetRivers,+6600
PGA,Top 5,PGA - Sony Open in Hawaii,Kevin Na,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Kevin Na,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Kevin Na,Sugarhouse,+6600
PGA,Top 5,PGA - Sony Open in Hawaii,Kevin Na,888sports,+6600
PGA,Top 5,PGA - Sony Open in Hawaii,Jim Furyk,Best Line: BetRiver,+15000
PGA,Top 5,PGA - Sony Open in Hawaii,Jim Furyk,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jim Furyk,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jim Furyk,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jim Furyk,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jim Furyk,BetRivers,+15000
PGA,Top 5,PGA - Sony Open in Hawaii,Jim Furyk,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jim Furyk,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jim Furyk,Sugarhouse,+15000
PGA,Top 5,PGA - Sony Open in Hawaii,Jim Furyk,888sports,+15000
PGA,Top 5,PGA - Sony Open in Hawaii,Brendan Steele,Best Line: BetRiver,+20000
PGA,Top 5,PGA - Sony Open in Hawaii,Brendan Steele,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brendan Steele,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brendan Steele,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brendan Steele,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brendan Steele,BetRivers,+20000
PGA,Top 5,PGA - Sony Open in Hawaii,Brendan Steele,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brendan Steele,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brendan Steele,Sugarhouse,+20000
PGA,Top 5,PGA - Sony Open in Hawaii,Brendan Steele,888sports,+20000
PGA,Top 5,PGA - Sony Open in Hawaii,Robby Shelton,Best Line: BetRiver,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Robby Shelton,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Robby Shelton,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Robby Shelton,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Robby Shelton,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Robby Shelton,BetRivers,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Robby Shelton,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Robby Shelton,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Robby Shelton,Sugarhouse,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Robby Shelton,888sports,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Tyler McCumber,Best Line: BetRiver,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Tyler McCumber,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tyler McCumber,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tyler McCumber,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tyler McCumber,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tyler McCumber,BetRivers,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Tyler McCumber,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tyler McCumber,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tyler McCumber,Sugarhouse,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Tyler McCumber,888sports,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Anderson,Best Line: BetRiver,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Anderson,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Anderson,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Anderson,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Anderson,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Anderson,BetRivers,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Anderson,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Anderson,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Anderson,Sugarhouse,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Anderson,888sports,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Rafael Campos,Best Line: BetRiver,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Rafael Campos,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rafael Campos,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rafael Campos,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rafael Campos,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rafael Campos,BetRivers,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Rafael Campos,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rafael Campos,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rafael Campos,Sugarhouse,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Rafael Campos,888sports,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Ryosuke Kinoshita,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Ryosuke Kinoshita,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Ryosuke Kinoshita,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Ryosuke Kinoshita,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Ryosuke Kinoshita,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Ryosuke Kinoshita,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Ryosuke Kinoshita,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Ryosuke Kinoshita,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Ryosuke Kinoshita,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Ryosuke Kinoshita,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Hoag,Best Line: BetRiver,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Hoag,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Hoag,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Hoag,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Hoag,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Hoag,BetRivers,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Hoag,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Hoag,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Hoag,Sugarhouse,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Hoag,888sports,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Rory Sabbatini,Best Line: BetRiver,+20000
PGA,Top 5,PGA - Sony Open in Hawaii,Rory Sabbatini,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rory Sabbatini,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rory Sabbatini,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rory Sabbatini,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rory Sabbatini,BetRivers,+20000
PGA,Top 5,PGA - Sony Open in Hawaii,Rory Sabbatini,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rory Sabbatini,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rory Sabbatini,Sugarhouse,+20000
PGA,Top 5,PGA - Sony Open in Hawaii,Rory Sabbatini,888sports,+20000
PGA,Top 5,PGA - Sony Open in Hawaii,J.J. Spaun,Best Line: BetRiver,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,J.J. Spaun,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,J.J. Spaun,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,J.J. Spaun,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,J.J. Spaun,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,J.J. Spaun,BetRivers,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,J.J. Spaun,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,J.J. Spaun,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,J.J. Spaun,Sugarhouse,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,J.J. Spaun,888sports,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Piercy,Best Line: BetRiver,+15000
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Piercy,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Piercy,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Piercy,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Piercy,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Piercy,BetRivers,+15000
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Piercy,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Piercy,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Piercy,Sugarhouse,+15000
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Piercy,888sports,+15000
PGA,Top 5,PGA - Sony Open in Hawaii,Ryan Palmer,Best Line: BetRiver,+8000
PGA,Top 5,PGA - Sony Open in Hawaii,Ryan Palmer,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Ryan Palmer,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Ryan Palmer,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Ryan Palmer,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Ryan Palmer,BetRivers,+8000
PGA,Top 5,PGA - Sony Open in Hawaii,Ryan Palmer,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Ryan Palmer,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Ryan Palmer,Sugarhouse,+8000
PGA,Top 5,PGA - Sony Open in Hawaii,Ryan Palmer,888sports,+8000
PGA,Top 5,PGA - Sony Open in Hawaii,Keith Mitchell,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Keith Mitchell,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Keith Mitchell,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Keith Mitchell,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Keith Mitchell,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Keith Mitchell,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Keith Mitchell,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Keith Mitchell,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Keith Mitchell,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Keith Mitchell,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Brown,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Brown,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Brown,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Brown,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Brown,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Brown,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Brown,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Brown,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Brown,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Scott Brown,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Van Pelt,Best Line: BetRiver,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Van Pelt,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Van Pelt,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Van Pelt,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Van Pelt,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Van Pelt,BetRivers,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Van Pelt,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Van Pelt,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Van Pelt,Sugarhouse,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Bo Van Pelt,888sports,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Rob Oppenheim,Best Line: BetRiver,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Rob Oppenheim,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rob Oppenheim,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rob Oppenheim,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rob Oppenheim,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rob Oppenheim,BetRivers,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Rob Oppenheim,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rob Oppenheim,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rob Oppenheim,Sugarhouse,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Rob Oppenheim,888sports,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Doug Ghim,Best Line: BetRiver,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Doug Ghim,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Doug Ghim,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Doug Ghim,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Doug Ghim,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Doug Ghim,BetRivers,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Doug Ghim,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Doug Ghim,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Doug Ghim,Sugarhouse,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Doug Ghim,888sports,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Hank Lebioda,Best Line: BetRiver,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Hank Lebioda,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Hank Lebioda,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Hank Lebioda,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Hank Lebioda,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Hank Lebioda,BetRivers,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Hank Lebioda,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Hank Lebioda,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Hank Lebioda,Sugarhouse,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Hank Lebioda,888sports,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Fabian Gomez,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Fabian Gomez,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Fabian Gomez,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Fabian Gomez,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Fabian Gomez,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Fabian Gomez,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Fabian Gomez,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Fabian Gomez,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Fabian Gomez,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Fabian Gomez,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Seamus Power,Best Line: BetRiver,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Seamus Power,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Seamus Power,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Seamus Power,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Seamus Power,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Seamus Power,BetRivers,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Seamus Power,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Seamus Power,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Seamus Power,Sugarhouse,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Seamus Power,888sports,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Nate Lashley,Best Line: BetRiver,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Nate Lashley,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nate Lashley,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nate Lashley,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nate Lashley,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nate Lashley,BetRivers,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Nate Lashley,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nate Lashley,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nate Lashley,Sugarhouse,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Nate Lashley,888sports,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Danny Lee,Best Line: BetRiver,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Danny Lee,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Danny Lee,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Danny Lee,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Danny Lee,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Danny Lee,BetRivers,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Danny Lee,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Danny Lee,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Danny Lee,Sugarhouse,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Danny Lee,888sports,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Rhein Gibson,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Rhein Gibson,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rhein Gibson,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rhein Gibson,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rhein Gibson,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rhein Gibson,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Rhein Gibson,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rhein Gibson,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Rhein Gibson,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Rhein Gibson,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Takumi Kanaya,Best Line: BetRiver,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Takumi Kanaya,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Takumi Kanaya,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Takumi Kanaya,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Takumi Kanaya,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Takumi Kanaya,BetRivers,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Takumi Kanaya,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Takumi Kanaya,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Takumi Kanaya,Sugarhouse,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Takumi Kanaya,888sports,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Andres Gonzales,Best Line: BetRiver,+75000
PGA,Top 5,PGA - Sony Open in Hawaii,Andres Gonzales,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Andres Gonzales,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Andres Gonzales,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Andres Gonzales,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Andres Gonzales,BetRivers,+75000
PGA,Top 5,PGA - Sony Open in Hawaii,Andres Gonzales,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Andres Gonzales,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Andres Gonzales,Sugarhouse,+75000
PGA,Top 5,PGA - Sony Open in Hawaii,Andres Gonzales,888sports,+75000
PGA,Top 5,PGA - Sony Open in Hawaii,Bill Haas,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Bill Haas,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bill Haas,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bill Haas,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bill Haas,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bill Haas,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Bill Haas,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bill Haas,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Bill Haas,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Bill Haas,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Jamie Lovemark,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Jamie Lovemark,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jamie Lovemark,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jamie Lovemark,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jamie Lovemark,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jamie Lovemark,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Jamie Lovemark,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jamie Lovemark,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jamie Lovemark,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Jamie Lovemark,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Adam Schenk,Best Line: BetRiver,+12500
PGA,Top 5,PGA - Sony Open in Hawaii,Adam Schenk,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Adam Schenk,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Adam Schenk,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Adam Schenk,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Adam Schenk,BetRivers,+12500
PGA,Top 5,PGA - Sony Open in Hawaii,Adam Schenk,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Adam Schenk,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Adam Schenk,Sugarhouse,+12500
PGA,Top 5,PGA - Sony Open in Hawaii,Adam Schenk,888sports,+12500
PGA,Top 5,PGA - Sony Open in Hawaii,Parker McLachlin,Best Line: BetRiver,+75000
PGA,Top 5,PGA - Sony Open in Hawaii,Parker McLachlin,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Parker McLachlin,DraftKings,No Lines
