sport,market,game/event,player,site,odds
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Thompson,Sugarhouse,+10000
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Thompson,888sports,+10000
PGA,Top 5,PGA - Sony Open in Hawaii,Satoshi Kodaira,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Satoshi Kodaira,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Satoshi Kodaira,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Satoshi Kodaira,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Satoshi Kodaira,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Satoshi Kodaira,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Satoshi Kodaira,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Satoshi Kodaira,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Satoshi Kodaira,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Satoshi Kodaira,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Si Woo Kim,Best Line: BetRiver,+6600
PGA,Top 5,PGA - Sony Open in Hawaii,Si Woo Kim,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Si Woo Kim,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Si Woo Kim,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Si Woo Kim,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Si Woo Kim,BetRivers,+6600
PGA,Top 5,PGA - Sony Open in Hawaii,Si Woo Kim,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Si Woo Kim,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Si Woo Kim,Sugarhouse,+6600
PGA,Top 5,PGA - Sony Open in Hawaii,Si Woo Kim,888sports,+6600
PGA,Top 5,PGA - Sony Open in Hawaii,Sung Kang,Best Line: BetRiver,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Sung Kang,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Sung Kang,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Sung Kang,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Sung Kang,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Sung Kang,BetRivers,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Sung Kang,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Sung Kang,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Sung Kang,Sugarhouse,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Sung Kang,888sports,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Nick Watney,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Nick Watney,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nick Watney,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nick Watney,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nick Watney,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nick Watney,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Nick Watney,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nick Watney,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nick Watney,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Nick Watney,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Brian Harman,Best Line: BetRiver,+5000
PGA,Top 5,PGA - Sony Open in Hawaii,Brian Harman,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brian Harman,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brian Harman,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brian Harman,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brian Harman,BetRivers,+5000
PGA,Top 5,PGA - Sony Open in Hawaii,Brian Harman,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brian Harman,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brian Harman,Sugarhouse,+5000
PGA,Top 5,PGA - Sony Open in Hawaii,Brian Harman,888sports,+5000
PGA,Top 5,PGA - Sony Open in Hawaii,Tim Wilkinson,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Tim Wilkinson,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tim Wilkinson,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tim Wilkinson,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tim Wilkinson,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tim Wilkinson,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Tim Wilkinson,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tim Wilkinson,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tim Wilkinson,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Tim Wilkinson,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Tom Hoge,Best Line: BetRiver,+10000
PGA,Top 5,PGA - Sony Open in Hawaii,Tom Hoge,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tom Hoge,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tom Hoge,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tom Hoge,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tom Hoge,BetRivers,+10000
PGA,Top 5,PGA - Sony Open in Hawaii,Tom Hoge,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tom Hoge,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Tom Hoge,Sugarhouse,+10000
PGA,Top 5,PGA - Sony Open in Hawaii,Tom Hoge,888sports,+10000
PGA,Top 5,PGA - Sony Open in Hawaii,Mackenzie Hughes,Best Line: BetRiver,+10000
PGA,Top 5,PGA - Sony Open in Hawaii,Mackenzie Hughes,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mackenzie Hughes,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mackenzie Hughes,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mackenzie Hughes,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mackenzie Hughes,BetRivers,+10000
PGA,Top 5,PGA - Sony Open in Hawaii,Mackenzie Hughes,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mackenzie Hughes,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mackenzie Hughes,Sugarhouse,+10000
PGA,Top 5,PGA - Sony Open in Hawaii,Mackenzie Hughes,888sports,+10000
PGA,Top 5,PGA - Sony Open in Hawaii,Cameron Davis,Best Line: BetRiver,+8000
PGA,Top 5,PGA - Sony Open in Hawaii,Cameron Davis,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Cameron Davis,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Cameron Davis,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Cameron Davis,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Cameron Davis,BetRivers,+8000
PGA,Top 5,PGA - Sony Open in Hawaii,Cameron Davis,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Cameron Davis,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Cameron Davis,Sugarhouse,+8000
PGA,Top 5,PGA - Sony Open in Hawaii,Cameron Davis,888sports,+8000
PGA,Top 5,PGA - Sony Open in Hawaii,David Hearn,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,David Hearn,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,David Hearn,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,David Hearn,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,David Hearn,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,David Hearn,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,David Hearn,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,David Hearn,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,David Hearn,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,David Hearn,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Mike Weir,Best Line: BetRiver,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Mike Weir,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mike Weir,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mike Weir,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mike Weir,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mike Weir,BetRivers,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Mike Weir,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mike Weir,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mike Weir,Sugarhouse,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Mike Weir,888sports,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Anirban Lahiri,Best Line: BetRiver,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Anirban Lahiri,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Anirban Lahiri,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Anirban Lahiri,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Anirban Lahiri,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Anirban Lahiri,BetRivers,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Anirban Lahiri,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Anirban Lahiri,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Anirban Lahiri,Sugarhouse,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Anirban Lahiri,888sports,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Matthew NeSmith,Best Line: BetRiver,+9000
PGA,Top 5,PGA - Sony Open in Hawaii,Matthew NeSmith,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthew NeSmith,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthew NeSmith,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthew NeSmith,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthew NeSmith,BetRivers,+9000
PGA,Top 5,PGA - Sony Open in Hawaii,Matthew NeSmith,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthew NeSmith,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthew NeSmith,Sugarhouse,+9000
PGA,Top 5,PGA - Sony Open in Hawaii,Matthew NeSmith,888sports,+9000
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Hubbard,Best Line: BetRiver,+17500
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Hubbard,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Hubbard,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Hubbard,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Hubbard,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Hubbard,BetRivers,+17500
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Hubbard,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Hubbard,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Hubbard,Sugarhouse,+17500
PGA,Top 5,PGA - Sony Open in Hawaii,Mark Hubbard,888sports,+17500
PGA,Top 5,PGA - Sony Open in Hawaii,Xin-Jun Zhang,Best Line: BetRiver,+20000
PGA,Top 5,PGA - Sony Open in Hawaii,Xin-Jun Zhang,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Xin-Jun Zhang,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Xin-Jun Zhang,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Xin-Jun Zhang,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Xin-Jun Zhang,BetRivers,+20000
PGA,Top 5,PGA - Sony Open in Hawaii,Xin-Jun Zhang,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Xin-Jun Zhang,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Xin-Jun Zhang,Sugarhouse,+20000
PGA,Top 5,PGA - Sony Open in Hawaii,Xin-Jun Zhang,888sports,+20000
PGA,Top 5,PGA - Sony Open in Hawaii,Chase Seiffert,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Chase Seiffert,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Chase Seiffert,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Chase Seiffert,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Chase Seiffert,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Chase Seiffert,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Chase Seiffert,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Chase Seiffert,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Chase Seiffert,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Chase Seiffert,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gligic,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gligic,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gligic,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gligic,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gligic,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gligic,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gligic,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gligic,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gligic,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gligic,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Nelson Ledesma ,Best Line: BetRiver,+75000
PGA,Top 5,PGA - Sony Open in Hawaii,Nelson Ledesma ,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nelson Ledesma ,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nelson Ledesma ,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nelson Ledesma ,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nelson Ledesma ,BetRivers,+75000
PGA,Top 5,PGA - Sony Open in Hawaii,Nelson Ledesma ,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nelson Ledesma ,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Nelson Ledesma ,Sugarhouse,+75000
PGA,Top 5,PGA - Sony Open in Hawaii,Nelson Ledesma ,888sports,+75000
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gellerman,Best Line: BetRiver,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gellerman,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gellerman,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gellerman,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gellerman,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gellerman,BetRivers,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gellerman,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gellerman,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gellerman,Sugarhouse,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Michael Gellerman,888sports,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,In-Hoi Hur,Best Line: BetRiver,+75000
PGA,Top 5,PGA - Sony Open in Hawaii,In-Hoi Hur,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,In-Hoi Hur,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,In-Hoi Hur,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,In-Hoi Hur,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,In-Hoi Hur,BetRivers,+75000
PGA,Top 5,PGA - Sony Open in Hawaii,In-Hoi Hur,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,In-Hoi Hur,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,In-Hoi Hur,Sugarhouse,+75000
PGA,Top 5,PGA - Sony Open in Hawaii,In-Hoi Hur,888sports,+75000
PGA,Top 5,PGA - Sony Open in Hawaii,Matthys Daffue,Best Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthys Daffue,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthys Daffue,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthys Daffue,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthys Daffue,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthys Daffue,BetRivers,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthys Daffue,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthys Daffue,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthys Daffue,Sugarhouse,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Matthys Daffue,888sports,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brandon Hagy,Best Line: BetRiver,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Brandon Hagy,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brandon Hagy,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brandon Hagy,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brandon Hagy,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brandon Hagy,BetRivers,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Brandon Hagy,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brandon Hagy,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Brandon Hagy,Sugarhouse,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Brandon Hagy,888sports,+50000
PGA,Top 5,PGA - Sony Open in Hawaii,Shane Bertsch,Best Line: BetRiver,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Shane Bertsch,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Shane Bertsch,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Shane Bertsch,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Shane Bertsch,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Shane Bertsch,BetRivers,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Shane Bertsch,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Shane Bertsch,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Shane Bertsch,Sugarhouse,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Shane Bertsch,888sports,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Kramer Hickok,Best Line: BetRiver,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Kramer Hickok,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Kramer Hickok,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Kramer Hickok,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Kramer Hickok,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Kramer Hickok,BetRivers,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Kramer Hickok,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Kramer Hickok,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Kramer Hickok,Sugarhouse,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Kramer Hickok,888sports,+25000
PGA,Top 5,PGA - Sony Open in Hawaii,Chris Baker,Best Line: BetRiver,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Chris Baker,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Chris Baker,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Chris Baker,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Chris Baker,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Chris Baker,BetRivers,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Chris Baker,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Chris Baker,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Chris Baker,Sugarhouse,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Chris Baker,888sports,+35000
PGA,Top 5,PGA - Sony Open in Hawaii,Jinichiro Kozuma,Best Line: BetRiver,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Jinichiro Kozuma,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jinichiro Kozuma,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jinichiro Kozuma,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jinichiro Kozuma,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jinichiro Kozuma,BetRivers,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Jinichiro Kozuma,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jinichiro Kozuma,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Jinichiro Kozuma,Sugarhouse,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Jinichiro Kozuma,888sports,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Evan Kawai,Best Line: BetRiver,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Evan Kawai,True Line,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Evan Kawai,DraftKings,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Evan Kawai,FanDuel,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Evan Kawai,PointsBet,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Evan Kawai,BetRivers,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Evan Kawai,BetMGM,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Evan Kawai,Bet365,No Lines
PGA,Top 5,PGA - Sony Open in Hawaii,Evan Kawai,Sugarhouse,+100000
PGA,Top 5,PGA - Sony Open in Hawaii,Evan Kawai,888sports,+100000
PGA,Top 10,PGA - Sony Open in Hawaii,Peter Malnati,Best Line: BetRiver,+2000
PGA,Top 10,PGA - Sony Open in Hawaii,Peter Malnati,True Line,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Peter Malnati,DraftKings,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Peter Malnati,FanDuel,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Peter Malnati,PointsBet,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Peter Malnati,BetRivers,+2000
PGA,Top 10,PGA - Sony Open in Hawaii,Peter Malnati,BetMGM,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Peter Malnati,Bet365,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Peter Malnati,Sugarhouse,+2000
PGA,Top 10,PGA - Sony Open in Hawaii,Peter Malnati,888sports,+2000
PGA,Top 10,PGA - Sony Open in Hawaii,Vaughn Taylor,Best Line: BetRiver,+8000
PGA,Top 10,PGA - Sony Open in Hawaii,Vaughn Taylor,True Line,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Vaughn Taylor,DraftKings,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Vaughn Taylor,FanDuel,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Vaughn Taylor,PointsBet,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Vaughn Taylor,BetRivers,+8000
PGA,Top 10,PGA - Sony Open in Hawaii,Vaughn Taylor,BetMGM,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Vaughn Taylor,Bet365,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Vaughn Taylor,Sugarhouse,+8000
PGA,Top 10,PGA - Sony Open in Hawaii,Vaughn Taylor,888sports,+8000
PGA,Top 10,PGA - Sony Open in Hawaii,Henrik Norlander,Best Line: BetRiver,+6600
PGA,Top 10,PGA - Sony Open in Hawaii,Henrik Norlander,True Line,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Henrik Norlander,DraftKings,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Henrik Norlander,FanDuel,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Henrik Norlander,PointsBet,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Henrik Norlander,BetRivers,+6600
PGA,Top 10,PGA - Sony Open in Hawaii,Henrik Norlander,BetMGM,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Henrik Norlander,Bet365,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Henrik Norlander,Sugarhouse,+6600
PGA,Top 10,PGA - Sony Open in Hawaii,Henrik Norlander,888sports,+6600
PGA,Top 10,PGA - Sony Open in Hawaii,Jim Herman,Best Line: BetRiver,+8000
PGA,Top 10,PGA - Sony Open in Hawaii,Jim Herman,True Line,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Jim Herman,DraftKings,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Jim Herman,FanDuel,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Jim Herman,PointsBet,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Jim Herman,BetRivers,+8000
PGA,Top 10,PGA - Sony Open in Hawaii,Jim Herman,BetMGM,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Jim Herman,Bet365,No Lines
PGA,Top 10,PGA - Sony Open in Hawaii,Jim Herman,Sugarhouse,+8000
PGA,Top 10,PGA - Sony Open in Hawaii,Jim Herman,888sports,+8000
