sport,market,game/event,player,site,odds
NBA,Spread,Boston Celtics vs. Miami Heat,Miami Heat,Best Line,"('-2.5', '-100')"
NBA,Spread,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Spread,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Spread,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Spread,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Spread,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Spread,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Spread,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Spread,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,Best Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,Best Line,"('+13.5', '+103')"
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,Best Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,Best Line,"('-13.5', '-103')"
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Spread,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,Best Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,Best Line,"('+8', '-103')"
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,Best Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,Best Line,"('-8', '+103')"
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Spread,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,Best Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,Best Line,"('+3.5', '+104')"
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,Best Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,Best Line,"('-3.5', '-104')"
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Spread,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Utah Jazz,Best Line: Bet365,-180
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Utah Jazz,True Line: -1.6% EV,-168
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Utah Jazz,DraftKings,-190
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Utah Jazz,FanDuel,-188
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Utah Jazz,PointsBet,-190
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Utah Jazz,BetRivers,-190
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Utah Jazz,BetMGM,-189
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Utah Jazz,Bet365,-180
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Utah Jazz,Sugarhouse,-190
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Utah Jazz,888sports,-190
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,Best Line: DraftKings,+160
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,True Line: -1.1% EV,+168
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,DraftKings,+160
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,FanDuel,+158
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,PointsBet,+160
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,BetRivers,+160
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,BetMGM,+155
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,Bet365,+160
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,Sugarhouse,+160
NBA,Moneyline,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,888sports,+155
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,Best Line: DraftKings,-420
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,True Line: -3.3% EV,-344
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,DraftKings,-420
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,FanDuel,-420
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,PointsBet,-420
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,BetRivers,-420
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,BetMGM,-455
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,Bet365,-425
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,Sugarhouse,-420
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,888sports,-420
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,Best Line: MGM,+333
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,True Line: -0.6% EV,+344
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,DraftKings,+320
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,FanDuel,+330
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,PointsBet,+320
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,BetRivers,+320
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,BetMGM,+333
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,Bet365,+325
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,Sugarhouse,+320
NBA,Moneyline,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,888sports,+320
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,Best Line: FanDuel,+490
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,True Line: -0.3% EV,+499
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,DraftKings,+430
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,FanDuel,+490
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,PointsBet,+450
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,BetRivers,+430
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,BetMGM,+450
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,Bet365,+475
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,Sugarhouse,+430
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,888sports,+430
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,Best Line: DraftKings,-590
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,True Line: -2.3% EV,-499
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,DraftKings,-590
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,FanDuel,-670
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,PointsBet,-630
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,BetRivers,-590
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,BetMGM,-625
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,Bet365,-650
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,Sugarhouse,-590
NBA,Moneyline,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,888sports,-590
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,Best Line: DraftKings,+350
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,True Line: -0.1% EV,+353
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,DraftKings,+350
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,FanDuel,+330
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,PointsBet,+340
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,BetRivers,+350
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,BetMGM,+350
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,Bet365,+350
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,Sugarhouse,+350
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,888sports,+350
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,Best Line: FanDuel,-420
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,True Line: -2.9% EV,-353
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,DraftKings,-455
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,FanDuel,-420
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,PointsBet,-460
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,BetRivers,-455
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,BetMGM,-455
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,Bet365,-450
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,Sugarhouse,-455
NBA,Moneyline,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,888sports,-455
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,Best Line: DraftKings,+350
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,True Line: -1.4% EV,+381
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,DraftKings,+350
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,FanDuel,+350
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,PointsBet,+340
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,BetRivers,+350
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,BetMGM,+350
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,Bet365,+350
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,Sugarhouse,+350
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,888sports,+350
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,Best Line: FanDuel,-450
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,True Line: -2.6% EV,-381
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,DraftKings,-455
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,FanDuel,-450
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,PointsBet,-460
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,BetRivers,-455
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,BetMGM,-455
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,Bet365,-450
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,Sugarhouse,-455
NBA,Moneyline,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,888sports,-455
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Houston Rockets,Best Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Houston Rockets,Best Line,+129
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Indiana Pacers,Best Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Indiana Pacers,Best Line,-129
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Moneyline,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,Best Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,Best Line,+243
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,Best Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,Best Line,-243
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Moneyline,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,Best Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,Best Line,+213
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,Best Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,Best Line,-213
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Moneyline,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,Utah Jazz,Best Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,Utah Jazz,Best Line,-207
NBA,Moneyline,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,New York Knicks,Best Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,New York Knicks,Best Line,+207
NBA,Moneyline,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Moneyline,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Boston Celtics,Best Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Boston Celtics,Best Line,+128
NBA,Moneyline,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Miami Heat,Best Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Miami Heat,Best Line,-128
NBA,Moneyline,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Moneyline,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,Best Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,Best Line,+776
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,Best Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,Best Line,-776
