sport,market,game/event,player,site,odds
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Moneyline,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,Best Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,Best Line,+276
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,Oklahoma City Thunder,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,Best Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,Best Line,-276
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Moneyline,Oklahoma City Thunder vs. New Orleans Pelicans,New Orleans Pelicans,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,Best Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,Best Line,+155
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Toronto Raptors,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,Best Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,Best Line,-155
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Moneyline,Toronto Raptors vs. Phoenix Suns,Phoenix Suns,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Utah Jazz,Best Line,"('225.5', '-108')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Utah Jazz,True Line: -1.6% EV,"('225.5', '-101')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Utah Jazz,DraftKings,"('225', '-113')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Utah Jazz,FanDuel,"('225.5', '-110')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Utah Jazz,PointsBet,"('225.5', '-115')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Utah Jazz,BetRivers,"('225.5', '-108')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Utah Jazz,BetMGM,"('225.5', '-110')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Utah Jazz,Bet365,"('225.5', '-110')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Utah Jazz,Sugarhouse,"('225.5', '-108')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Utah Jazz,888sports,"('225.5', '-108')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,Best Line,"('225.5', '-105')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,True Line: -1.5% EV,"('225.5', '+101')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,DraftKings,"('225', '-108')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,FanDuel,"('225.5', '-110')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,PointsBet,"('225.5', '-105')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,BetRivers,"('225.5', '-113')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,BetMGM,"('225.5', '-110')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,Bet365,"('225.5', '-110')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,Sugarhouse,"('225.5', '-113')"
NBA,Over/Under,Utah Jazz vs. Brooklyn Nets,Brooklyn Nets,888sports,"('225.5', '-113')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,Best Line,"('218', '-110')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,True Line: -2.4% EV,"('218', '-100')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,DraftKings,"('218', '-113')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,FanDuel,"('218', '-110')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,PointsBet,"('218', '-115')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,BetRivers,"('218', '-113')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,BetMGM,"('217.5', '-115')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,Bet365,"('218', '-110')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,Sugarhouse,"('218', '-113')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Los Angeles Lakers,888sports,"('218', '-113')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,Best Line,"('218', '-105')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,True Line: -1.3% EV,"('218', '-100')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,DraftKings,"('218', '-108')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,FanDuel,"('218', '-110')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,PointsBet,"('218', '-105')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,BetRivers,"('218', '-108')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,BetMGM,"('217.5', '-105')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,Bet365,"('218', '-110')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,Sugarhouse,"('218', '-108')"
NBA,Over/Under,Los Angeles Lakers vs. Memphis Grizzlies,Memphis Grizzlies,888sports,"('218', '-108')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,Best Line,"('225.5', '-110')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,True Line: -4.5% EV,"('226.5', '+101')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,DraftKings,"('226', '-109')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,FanDuel,"('226.5', '-120')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,PointsBet,"('226', '-120')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,BetRivers,"('226', '-109')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,BetMGM,"('225.5', '-110')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,Bet365,"('226.5', '-110')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,Sugarhouse,"('226', '-109')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Minnesota Timberwolves,888sports,"('226', '-109')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,Best Line,"('226.5', '-100')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,True Line: 0.3% EV,"('226.5', '-101')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,DraftKings,"('226', '-113')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,FanDuel,"('226.5', '-100')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,PointsBet,"('226', '-100')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,BetRivers,"('226', '-113')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,BetMGM,"('225.5', '-110')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,Bet365,"('226.5', '-110')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,Sugarhouse,"('226', '-113')"
NBA,Over/Under,Minnesota Timberwolves vs. Denver Nuggets,Denver Nuggets,888sports,"('226', '-113')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,Best Line,"('228', '-110')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,True Line: -3.1% EV,"('228', '+103')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,DraftKings,"('228', '-113')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,FanDuel,"('228', '-110')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,PointsBet,"('228', '-115')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,BetRivers,"('228.5', '-108')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,BetMGM,"('227.5', '-115')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,Bet365,"('228', '-110')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,Sugarhouse,"('228.5', '-108')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,San Antonio Spurs,888sports,"('228.5', '-108')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,Best Line,"('228', '-105')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,True Line: -0.5% EV,"('228', '-103')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,DraftKings,"('228', '-108')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,FanDuel,"('228', '-110')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,PointsBet,"('228', '-105')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,BetRivers,"('228.5', '-113')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,BetMGM,"('227.5', '-105')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,Bet365,"('228', '-110')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,Sugarhouse,"('228.5', '-113')"
NBA,Over/Under,San Antonio Spurs vs. Los Angeles Clippers,Los Angeles Clippers,888sports,"('228.5', '-113')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,Best Line,"('232.5', '-105')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,True Line: -2.6% EV,"('232.5', '+106')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,DraftKings,"('232.5', '-113')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,FanDuel,"('232.5', '-105')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,PointsBet,"('232', '-115')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,BetRivers,"('233', '-108')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,BetMGM,"('232.5', '-110')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,Bet365,"('232', '-110')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,Sugarhouse,"('233', '-108')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Chicago Bulls,888sports,"('233', '-108')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,Best Line,"('232', '-105')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,True Line: NaN% EV,"('232.5', '-106')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,DraftKings,"('232.5', '-108')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,FanDuel,"('232.5', '-115')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,PointsBet,"('232', '-105')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,BetRivers,"('233', '-113')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,BetMGM,"('232.5', '-110')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,Bet365,"('232', '-110')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,Sugarhouse,"('233', '-113')"
NBA,Over/Under,Chicago Bulls vs. Portland Trail Blazers,Portland Trail Blazers,888sports,"('233', '-113')"
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Houston Rockets,Best Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Houston Rockets,Best Line,"('227', '+102')"
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Houston Rockets,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Indiana Pacers,Best Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Indiana Pacers,Best Line,"('227', '-102')"
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Over/Under,Houston Rockets vs. Indiana Pacers,Indiana Pacers,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,Best Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,Best Line,"('231', '-100')"
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Washington Wizards,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,Best Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,Best Line,"('231', '-100')"
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Over/Under,Washington Wizards vs. Philadelphia 76ers,Philadelphia 76ers,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,Best Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,Best Line,"('231', '-100')"
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Charlotte Hornets,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,Best Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,Best Line,"('231', '-100')"
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Over/Under,Charlotte Hornets vs. Atlanta Hawks,Atlanta Hawks,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,Utah Jazz,Best Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,Utah Jazz,Best Line,"('215', '+101')"
NBA,Over/Under,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,Utah Jazz,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,New York Knicks,Best Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,New York Knicks,Best Line,"('215', '-101')"
NBA,Over/Under,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Over/Under,Utah Jazz vs. New York Knicks,New York Knicks,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Boston Celtics,Best Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Boston Celtics,Best Line,"('218', '-100')"
NBA,Over/Under,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Boston Celtics,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Miami Heat,Best Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Miami Heat,Best Line,"('218', '-100')"
NBA,Over/Under,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Over/Under,Boston Celtics vs. Miami Heat,Miami Heat,True Line,No Lines
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,Best Line,No Lines
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,Best Line,"('226.5', '-100')"
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Detroit Pistons,True Line,No Lines
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,Best Line,No Lines
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,Best Line,"('226.5', '-100')"
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
NBA,Over/Under,Detroit Pistons vs. Milwaukee Bucks,Milwaukee Bucks,True Line,No Lines
